0	"Perfect"	Open Input/other anomaly	RS Anomaly	Ic Anomaly	Could not screen. Needs re-mount / re-screen	PCB	LOC	Note	More notes	
w42_r09_c07				x		20210805_D	W42 NEED RESCREEN	Iccol 11.2		
w42_r09_c08	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r09_c09	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c00	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c01	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c02	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c04	x					20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c05	x	x				20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r08_c07	x	x				20210805_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r07_c03		x				20210805_D	W42 BAD	Chip is cut poorly and will be rejected		
w42_r08_c08				x		20210805_D	W42 DONE	Iccol 14.2	SHIPPED ON 09/24/2021	
w42_r08_c09				x		20210805_D	W42 DONE	Iccol 14.2	SHIPPED ON 09/24/2021	
w42_r08_c06				x		20210805_D	W42 DONE	Iccol 14.2	SHIPPED ON 09/24/2021	
										
w42_r10_c02	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r10_c01	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c09	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c08	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c06	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c07	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c08	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c09	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c00	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c01	x	x				20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c02	x	x				20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r11_c04	x	x				20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c02	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c03	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c04	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c05	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c07	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c06	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c06	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c07	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c08	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c09	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c00	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r12_c01	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
										
w42_r16_c08				x		20210816_B	W42 NEED RESCREEN			
w42_r15_c01				x		20210816_B	W42 NEED RESCREEN			
w42_r15_c02				x		20210816_B	W42 NEED RESCREEN			
w42_r15_c04					RT FB1 measurement OL	20210816_B	W42 NEED RESCREEN			
w42_r15_c03					RT FB1 measurement OL	20210816_B	W42 NEED RESCREEN			
w42_r15_c05					RT FB1 measurement OL	20210816_B	W42 NEED RESCREEN			
w42_r15_c06				x		20210816_B	W42 NEED RESCREEN			
w42_r15_c08				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c01				x	DS issue	20210816_B	W42 NEED RESCREEN			
w42_r14_c01				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c02				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c03				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c04				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c05				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c06				x		20210816_B	W42 NEED RESCREEN			
w42_r14_c08					very noisey	20210816_B	W42 NEED RESCREEN	VERY NOISEY		
w42_r14_c07					very noisey	20210816_B	W42 NEED RESCREEN			
w42_r14_c09					very noisey	20210816_B	W42 NEED RESCREEN			
w42_r13_c00	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c01	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c02					DS issue	20210816_B	W42 NEED RESCREEN			
w42_r13_c03	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c04	x					20210816_B	W42 DONE		SHIPPED ON 09/24/2021	
w42_r13_c05					DS issue	20210816_B	W42 NEED RESCREEN			
										
w42_r19_c03	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r19_c04	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r19_c05	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r19_c06	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r19_c07			10			20210820_D	GIVE TO CADY			
w42_r18_c02	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r18_c03	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r18_c04	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r18_c05	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r18_c06	x					20210820_D	W42 DONE	Iccol 15.1	SHIPPED ON 09/24/2021	
w42_r18_c07	x					20210820_D	W42 DONE	Iccol 15.1	SHIPPED ON 09/24/2021	
w42_r17_c02	x					20210820_D	W42 DONE	Iccol 15.1	SHIPPED ON 09/24/2021	
w42_r17_c03	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r17_c04	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r17_c05	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r17_c06	x					20210820_D	W42 DONE	Iccol 15.2	SHIPPED ON 09/24/2021	
w42_r17_c07	x					20210820_D	W42 DONE	Iccol 15.2	SHIPPED ON 09/24/2021	
w42_r16_c01	x					20210820_D	W42 DONE	Iccol 15.2	SHIPPED ON 09/24/2021	
w42_r16_c02	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r16_c03	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r16_c04	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r16_c05	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r16_c07	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r16_c06	x					20210820_D	W42 DONE		SHIPPED ON 09/24/2021	
										
w42_r05_c08					Bad	20210823_D	W42 BAD	Carl had placed at bottom of BICP W42 2/2 -- probably due to some inherent flaw 		
w42_r21_c04					x	20210823_D	W42 NEED RESCREEN			
w42_r21_c05					x	20210823_D	W42 NEED RESCREEN			
w42_r20_c03	x					20210823_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r20_c04			0,1			20210823_D	W42 NEED RESCREEN			
w42_r20_c05	x					20210823_D	W42 DONE		SHIPPED ON 09/24/2021	
w42_r20_c06					x	20210823_D	W42 NEED RESCREEN	Could not screen -- when checking Iccol was seeing full modulation and only phase was changing 		
w42_r19_c02					x	20210823_D	W42 NEED RESCREEN			
										
w43_r01_c03		x		x		20210825_D	W43 NEED RESCREEN			
w43_r02_c02		x		x		20210825_D	W43 NEED RESCREEN			
w43_r01_c02		x		x		20210825_D	W43 NEED RESCREEN			
w43_r01_c05	x					20210825_D	W43 DONE	Iccol 15.6	SHIPPED ON 09/24/2021	
w43_r00_c04	x					20210825_D	W43 DONE	Iccol 15.6	SHIPPED ON 09/24/2021	
w43_r00_c05			9			20210825_D	W43 NEED RESCREEN	Iccol 15.6		
w43_r02_c03	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r00_c06	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r01_c04			9			20210825_D	W43 NEED RESCREEN			
w43_r01_c07	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r01_c06	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r02_c07			9			20210825_D	W43 NEED RESCREEN			
w43_r02_c06	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r02_c05	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r02_c04			9			20210825_D	W43 NEED RESCREEN			
w43_r03_c07	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r03_c05	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r03_c04			9			20210825_D	W43 NEED RESCREEN			
w43_r03_c03	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r03_c02	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r04_c08			9			20210825_D	W43 NEED RESCREEN			
w43_r04_c07	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r04_c06	x					20210825_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r04_c05						20210825_D	W43 NEED RESCREEN			
										
w43_r04_c01				x		20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r04_c02				x		20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r04_c04				x		20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r04_c03				x		20210826_B	W43 NEED RESCREEN	Iccol: modulation appears immediately		
w43_r05_c01				x		20210826_B	W43 NEED RESCREEN	Iccol: modulation appears immediately		
w43_r05_c02				x		20210826_B	W43 NEED RESCREEN	Iccol: modulation appears immediately		
w43_r05_c03						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA)		
w43_r05_c04						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA)		
w43_r05_c05						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA)		
w43_r05_c06						20210826_B	W43 NEED RESCREEN	Multiple chips turn on when testing for Iccol, bad Ics		
w43_r05_c07						20210826_B	W43 NEED RESCREEN	Multiple chips turn on when testing for Iccol, bad Ics		
w43_r05_c08						20210826_B	W43 NEED RESCREEN	Multiple chips turn on when testing for Iccol, bad Ics		
w43_r06_c00						20210826_B	W43 NEED RESCREEN	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r06_c02			x			20210826_B	W43 NEED RESCREEN	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r06_c01						20210826_B	W43 NEED RESCREEN	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r06_c08						20210826_B	W43 NEED RESCREEN	ICcol 10.4 and low Iccmin		
w43_r06_c07						20210826_B	W43 NEED RESCREEN	ICcol 10.4 and low Iccmin		
w43_r06_c06						20210826_B	W43 NEED RESCREEN	ICcol 10.4 and low Iccmin		
w43_r06_c05						20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r06_c04						20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r06_c09						20210826_B	W43 NEED RESCREEN	Iccol not turning on		
w43_r07_c09						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA) -- noisey squids		
w43_r07_c08						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA) -- noisey squids		
w43_r07_c07						20210826_B	W43 NEED RESCREEN	Low Iccol (10.3 uA) and Icmin (0.2 uA) -- noisey squids		
										
w43_r07_c06				x		20210827_D	W43 NEED RESCREEN	Iccol not turning on		
w43_r07_c04				x		20210827_D	W43 NEED RESCREEN	Iccol not turning on		
w43_r07_c03				x		20210827_D	W43 NEED RESCREEN	Iccol not turning on		
w43_r07_c02		X		x		20210827_D	W43 BAD	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r07_c01				x		20210827_D	W43 NEED RESCREEN	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r07_c00				x		20210827_D	W43 NEED RESCREEN	When trying to obtain Iccol gives full modulation and only changes phase		
w43_r08_c09	x					20210827_D	W43 DONE	Iccol of 11.6	SHIPPED ON 09/24/2021	
w43_r08_c07	x					20210827_D	W43 DONE	Iccol of 11.6	SHIPPED ON 09/24/2021	
w43_r08_c06	x					20210827_D	W43 DONE	Iccol of 11.6	SHIPPED ON 09/24/2021	
w43_r08_c05	x					20210827_D	W43 DONE	Iccol of 10.8	SHIPPED ON 09/24/2021	
w43_r08_c04	x					20210827_D	W43 DONE	Iccol of 10.8	SHIPPED ON 09/24/2021	
w43_r08_c03	x					20210827_D	W43 DONE	Iccol of 10.8	SHIPPED ON 09/24/2021	
w43_r08_c02						20210827_D	W43 NEED RESCREEN	>20 Iccol but many chips turn on rapidly + noisey		
w43_r08_c01						20210827_D	W43 NEED RESCREEN	>20 Iccol but many chips turn on rapidly + noisey		
w43_r09_c09						20210827_D	W43 NEED RESCREEN	>20 Iccol but many chips turn on rapidly + noisey		
w43_r09_c08			x			20210827_D	W43 BAD	large variation in Icmin, Icmax		
w43_r09_c06	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r09_c04	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r09_c05	x					20210827_D	W43 DONE			
w43_r09_c02	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r09_c03	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r09_c01	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r09_c00	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
w43_r10_c08	x					20210827_D	W43 DONE		SHIPPED ON 09/24/2021	
										
w44_r00_c06				x		20210902_D	W44 NEED RESCREEN	Iccol not turning on		
w44_r00_c05				x		20210902_D	W44 NEED RESCREEN			
w44_r00_c04				x		20210902_D	W44 NEED RESCREEN			
w44_r00_c03	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r01_c07	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r01_c06	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r01_c04	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r01_c03	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r01_c02	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r02_c07	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r02_c06	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r02_c05	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r02_c03	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r02_c02	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c07	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c06	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c05	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c04	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c03	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r03_c02	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r04_c08	x					20210902_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r04_c07				x		20210902_D	W44 NEED RESCREEN	Iccol not turning on		
w44_r04_c05				x		20210902_D	W44 NEED RESCREEN			
w44_r04_c04				x		20210902_D	W44 NEED RESCREEN			
										
w44_r04_c03					x	20210907_D	W44 NEED RESCREEN	FB1 is low. Iccol always on		
w44_r04_c02					x	20210907_D	W44 NEED RESCREEN	FB1 is low. Iccol always on		
w44_r04_c01					x	20210907_D	W44 NEED RESCREEN	FB1 is low. Iccol always on		
w44_r05_c08					x	20210907_D	W44 NEED RESCREEN	Iccol very low, 4.5 uA		
w44_r05_c07					x	20210907_D	W44 NEED RESCREEN	Iccol very low, 4.5 uA		
w44_r05_c06					x	20210907_D	W44 NEED RESCREEN	Iccol very low, 4.5 uA		
w44_r05_c05					x	20210907_D	W44 NEED RESCREEN	Iccol low (and oscillation begins on ramp function??)		
w44_r05_c04					x	20210907_D	W44 NEED RESCREEN	Iccol low (and oscillation begins on ramp function??)		
w44_r05_c01					x	20210907_D	W44 NEED RESCREEN	Iccol low (and oscillation begins on ramp function??)		
w44_r05_c03		x			x	20210907_D	W44 NEED RESCREEN	ICcol not turning on (since FB1=OL)		
w44_r06_c09		x			x	20210907_D	W44 NEED RESCREEN			
w44_r06_c08		x			x	20210907_D	W44 NEED RESCREEN			
w44_r06_c07	x					20210907_D	W44 DONE	Iccol is slightly low: 15.5	SHIPPED ON 09/24/2021	
w44_r06_c06	x					20210907_D	W44 DONE	Iccol is slightly low: 15.5	SHIPPED ON 09/24/2021	
w44_r06_c05			4,5			20210907_D	W44 NEED RESCREEN	Iccol is slightly low: 15.5		
w44_r06_c04	x	x				20210907_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r06_c03	x	x				20210907_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r06_c02		x	4,5			20210907_D	W44 NEED RESCREEN			
w44_r06_c01	x	x				20210907_D	W44 DONE		SHIPPED ON 09/24/2021	
w44_r06_c00		x		x		20210907_D	W44 BAD			
w44_r07_c09		x	4,5			20210907_D	W44 NEED RESCREEN			
w44_r07_c08					x	20210907_D	W44 NEED RESCREEN	Iccol turns on too early		
w44_r07_c07					x	20210907_D	W44 NEED RESCREEN	Iccol turns on too early		
w44_r07_c06					x	20210907_D	W44 NEED RESCREEN	Iccol turns on too early		
										
w44_r07_c05					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns +low inp		
w44_r07_c03					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns +low inp		
w44_r07_c02					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns +low inp		
w44_r07_c01					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r07_c00					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r08_c09					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r08_c07					x	20210909_B	W44 NEED RESCREEN	Low Iccol - rescreen individually		
w44_r08_c05					x	20210909_B	W44 NEED RESCREEN	Low Iccol - rescreen individually		
w44_r08_c06					x	20210909_B	W44 NEED RESCREEN	Low Iccol - rescreen individually		
w44_r08_c04	x					20210909_B	W44 DONE	Iccol at 12.5	SHIPPED ON 09/24/2021	
w44_r08_c03	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r08_c02	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r08_c01					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r08_c00					x	20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r09_c09						20210909_B	W44 NEED RESCREEN	Iccol always on and many interference patterns		
w44_r09_c08			4			20210909_B	GIVE TO CADY			
w44_r09_c07	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r09_c05	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r09_c04	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r09_c02	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r09_c03	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r09_c00	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r10_c08	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r10_c07	x					20210909_B	W44 DONE		SHIPPED ON 09/24/2021	
										
w44_r10_c06					x	20210915_B	W44 NEED RESCREEN	Iccol not turning on		
w44_r10_c05					x	20210915_B	W44 NEED RESCREEN	Iccol not turning on		
w44_r10_c04					x	20210915_B	W44 NEED RESCREEN	Iccol not turning on		
w44_r10_c03	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r10_c02		x				20210915_B	W44 BAD			
w44_r10_c01	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c09	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c08	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c07	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c06	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c05	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c04	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c02	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c01	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r11_c00	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c09	x					20210915_B	W44 DONE	Iccol at 11.3	SHIPPED ON 09/24/2021	
w44_r12_c08	x					20210915_B	W44 DONE	Iccol at 11.3	SHIPPED ON 09/24/2021	
w44_r12_c06	x					20210915_B	W44 DONE	Iccol at 11.3	SHIPPED ON 09/24/2021	
w44_r12_c05	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c04	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c03	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c02	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c01	x					20210915_B	W44 DONE		SHIPPED ON 09/24/2021	
w44_r12_c00	x					20210915_B	W44 DONE			
										
w42_r10_c03							W42 BAD	Chips were cut in wrong places. Are automatically rejected. Will be used by Jason for training purposes		
w42_r09_c03							W42 BAD	Chips were cut in wrong places. Are automatically rejected. Will be used by Jason for training purposes		
w42_r11_c03							W42 BAD	Chips were cut in wrong places. Are automatically rejected. Will be used by Jason for training purposes		
w42_r08_c03							W42 BAD	Chips were cut in wrong places. Are automatically rejected. Will be used by Jason for training purposes		
										
w44_r13_c08					x	20210916_D	W44 NEED RESCREEN	Iccol not measuring		
w44_r13_c07					x	20210916_D	W44 NEED RESCREEN	Iccol not measuring		
w44_r13_c06					x	20210916_D	W44 NEED RESCREEN	Iccol not measuring		
w44_r13_c05	x					20210916_D	W44 PASSED		SHIPPED ON 2022-07-15	
w44_r13_c04	x					20210916_D	W44 PASSED		SHIPPED ON 2022-07-15	
w44_r13_c03	x					20210916_D	W44 PASSED		SHIPPED ON 2022-07-15	
w44_r13_c02					x	20210916_D	W44 NEED RESCREEN	Iccol measured at 2.0 and had multiple interference peaks		
w44_r13_c01					x	20210916_D	W44 NEED RESCREEN	Iccol measured at 2.0 and had multiple interference peaks		
w44_r13_c00					x	20210916_D	W44 NEED RESCREEN	Iccol measured at 2.0 and had multiple interference peaks		
w44_r14_c09		x		x		20210916_D	W44 PASSED		SHIPPED ON 2022-07-15	
w44_r14_c08	x	x				20210916_D	W44 PASSED		SHIPPED ON 2022-07-15	
w44_r14_c07		x				20210916_D	W44 BAD	Cracked chip		
w44_r14_c06	x					20210916_D	W44 PASSED	Iccol is low at 12.5	SHIPPED ON 2022-07-15	
w44_r14_c05	x					20210916_D	W44 PASSED	Iccol is low at 12.5	SHIPPED ON 2022-07-15	
w44_r14_c04	x					20210916_D	W44 PASSED	Iccol is low at 12.5	SHIPPED ON 2022-07-15	
w44_r14_c03	x					20210916_D	W44 PASSED	Iccol is low at 13.6	SHIPPED ON 2022-07-15	
w44_r14_c02	x					20210916_D	W44 PASSED	Iccol is low at 13.6	SHIPPED ON 2022-07-15	
w44_r14_c01	x					20210916_D	W44 PASSED	Iccol is low at 13.6	SHIPPED ON 2022-07-15	
w44_r15_c08		x			x	20210916_D	W44 NEED RESCREEN	Iccol has oscillatory behavior. Trapped flux? will rescreen		
w44_r15_c07		x			x	20210916_D	W44 NEED RESCREEN	Iccol has oscillatory behavior. Trapped flux? will rescreen		
w44_r15_c06		x			x	20210916_D	W44 NEED RESCREEN	Iccol has oscillatory behavior. Trapped flux? will rescreen		
w44_r15_c05					x	20210916_D	W44 NEED RESCREEN	Iccol at 2.8		
w44_r15_c04					x	20210916_D	W44 NEED RESCREEN	Iccol at 2.8		
w44_r15_c03					x	20210916_D	W44 NEED RESCREEN	Iccol at 2.8		
										
w44_r18_c07						20211013_B	W44 Needs Rescreening	SQUIDs turn on very quickly. Program cannot measure Iccol		
w44_r17_c02						20211013_B	W44 Needs Rescreening			
w44_r17_c04						20211013_B	W44 Needs Rescreening			
w44_r17_c05						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r17_c06						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r17_c07						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c01						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r18_c06						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c08						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c07						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c06						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c04						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r15_c01						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r16_c03						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r19_c02						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r19_c03						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r19_c04						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r19_c05						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
w44_r19_c06						20211013_B	W44 Needs Rescreening	Iccol gives a square function. No mod appears when raising SSA Bias on SAFB on eTower. Only DC offset appears (and rapidy rises to ~2 V)		
